sample	ref_genome	chr	start	end	copy_number	status	MWU_test_p_value	KS_test_p_value
AND1702-8.a	SK1.genome.fa	SK1_chrI	16501	28250	2	gain	8.97375163241007e-31	0
AND1702-8.a	SK1.genome.fa	SK1_chrII	477501	482250	0	loss	4.96588994561825e-14	1.11022302462516e-16
AND1702-8.a	SK1.genome.fa	SK1_chrII	703001	703500	0	loss	0.0144642184723007	0.0371016484452165
AND1702-8.a	SK1.genome.fa	SK1_chrIII	11001	11750	0	loss	0.00274337401161328	0.00505402496162943
AND1702-8.a	SK1.genome.fa	SK1_chrIII	11751	14250	2	gain	0.000823192722663455	0.00166113663898504
AND1702-8.a	SK1.genome.fa	SK1_chrIII	84251	86750	0	loss	4.80743555864229e-06	1.77492880448771e-06
AND1702-8.a	SK1.genome.fa	SK1_chrIII	142501	152000	0	loss	2.2209801828074e-09	9.5788710297029e-11
AND1702-8.a	SK1.genome.fa	SK1_chrIII	320251	321750	0	loss	2.38077512180291e-05	1.362727058285e-05
AND1702-8.a	SK1.genome.fa	SK1_chrIV	16251	20000	2	gain	2.37480888823273e-11	2.24598117881669e-13
AND1702-8.a	SK1.genome.fa	SK1_chrIV	20001	24750	2	gain	6.99499848639849e-14	3.33066907387547e-16
AND1702-8.a	SK1.genome.fa	SK1_chrIV	25751	27500	2	gain	2.36267965651369e-05	1.30673204224996e-05
AND1702-8.a	SK1.genome.fa	SK1_chrIV	28001	31750	2	gain	4.23120065450108e-06	2.1498320544544e-05
AND1702-8.a	SK1.genome.fa	SK1_chrIV	472751	473500	0	loss	0.0027989056481769	0.0051432623269615
AND1702-8.a	SK1.genome.fa	SK1_chrIV	532751	536250	4	gain	1.00167870482644e-10	1.63669078290241e-12
AND1702-8.a	SK1.genome.fa	SK1_chrIV	1125251	1128000	2	gain	2.4130681352797e-08	3.22653180839794e-08
AND1702-8.a	SK1.genome.fa	SK1_chrIV	1128001	1129250	3	gain	0.000112925070367342	9.42718870972081e-05
AND1702-8.a	SK1.genome.fa	SK1_chrIV	1129251	1174750	2	gain	1.18705299316845e-113	0
AND1702-8.a	SK1.genome.fa	SK1_chrIV	1486251	1486750	0	loss	0.0146263372982404	0.0371216486720964
AND1702-8.a	SK1.genome.fa	SK1_chrV	134501	135750	0	loss	0.000111103041754498	9.43142225595661e-05
AND1702-8.a	SK1.genome.fa	SK1_chrV	580251	582750	0	loss	2.37556760536517e-05	1.35323758212458e-05
AND1702-8.a	SK1.genome.fa	SK1_chrVI	31501	51000	0	loss	1.04498697420075e-46	0
AND1702-8.a	SK1.genome.fa	SK1_chrVI	246751	248000	2	gain	0.00044780371539354	0.00154755060189438
AND1702-8.a	SK1.genome.fa	SK1_chrVII	90501	91000	0	loss	0.0144642184723007	0.0371016484452165
AND1702-8.a	SK1.genome.fa	SK1_chrVII	249501	249750	3	gain	0.084128135008196	0.271522094752654
AND1702-8.a	SK1.genome.fa	SK1_chrVII	930501	930750	2	gain	0.0847594927254358	0.272612199365861
AND1702-8.a	SK1.genome.fa	SK1_chrVIII	207001	209000	9	gain	9.88998061334808e-07	2.31807425365993e-07
AND1702-8.a	SK1.genome.fa	SK1_chrVIII	400251	400500	2	gain	0.08450649122776	0.272175775793179
AND1702-8.a	SK1.genome.fa	SK1_chrIX	285251	286750	0	loss	2.29094942804138e-05	1.27887856481435e-05
AND1702-8.a	SK1.genome.fa	SK1_chrIX	347751	348500	0	loss	0.0032974827240108	0.00651409299311945
AND1702-8.a	SK1.genome.fa	SK1_chrX	68251	69000	0	loss	0.0145595202403029	0.0371550033364084
AND1702-8.a	SK1.genome.fa	SK1_chrX	734251	743500	2	gain	5.14113379181234e-06	1.88988753013763e-06
AND1702-8.a	SK1.genome.fa	SK1_chrXI	22001	22750	0	loss	0.00281916362141654	0.00526213542575027
AND1702-8.a	SK1.genome.fa	SK1_chrXIV	121501	122250	0	loss	0.00277305503628646	0.00510602066250487
AND1702-8.a	SK1.genome.fa	SK1_chrXIV	573251	577750	2	gain	2.71070688999196e-13	5.55111512312578e-16
AND1702-8.a	SK1.genome.fa	SK1_chrXIV	758751	759500	0	loss	0.0146509045286314	0.0371950635264422
AND1702-8.a	SK1.genome.fa	SK1_chrXV	692001	693250	0	loss	0.000112555213126832	9.82432558322976e-05
AND1702-8.b	S288C.genome.fa	S288C_chrI	1	1000	3	gain	0.000554189047898815	0.000703765417610858
AND1702-8.b	S288C.genome.fa	S288C_chrII	67251	68750	3	gain	0.095635091079222	0.285622139687616
AND1702-8.b	S288C.genome.fa	S288C_chrII	470001	474500	0	loss	2.16980585259641e-13	5.55111512312578e-16
AND1702-8.b	S288C.genome.fa	S288C_chrIII	329001	340750	2	gain	5.30693394311618e-16	0
AND1702-8.b	S288C.genome.fa	S288C_chrIV	127501	129000	0	loss	2.28059209513186e-05	1.28025408495658e-05
AND1702-8.b	S288C.genome.fa	S288C_chrIV	512751	520750	0	loss	3.29907032045072e-05	3.99756236214577e-05
AND1702-8.b	S288C.genome.fa	S288C_chrV	6501	10500	0	loss	5.67803684944725e-12	1.31228361510694e-13
AND1702-8.b	S288C.genome.fa	S288C_chrV	19001	19750	0	loss	0.00299769534147528	0.00549711968005784
AND1702-8.b	S288C.genome.fa	S288C_chrV	21501	21750	2	gain	0.0843941708097486	0.271981841600607
AND1702-8.b	S288C.genome.fa	S288C_chrV	117251	118250	2	gain	0.000643267247282249	0.000853203780161182
AND1702-8.b	S288C.genome.fa	S288C_chrV	572751	583000	0	loss	2.09632420182901e-09	8.36468672105184e-11
AND1702-8.b	S288C.genome.fa	S288C_chrVI	32501	33000	5	gain	0.0143782548658625	0.0367696866539701
AND1702-8.b	S288C.genome.fa	S288C_chrVII	1	5750	2	gain	5.82382369588802e-08	9.84989867447439e-13
AND1702-8.b	S288C.genome.fa	S288C_chrVII	1063501	1069000	2	gain	6.96406954456689e-11	6.25832718981201e-13
AND1702-8.b	S288C.genome.fa	S288C_chrVII	1069001	1076250	0	loss	1.30777941900674e-20	0
AND1702-8.b	S288C.genome.fa	S288C_chrVII	1083001	1084250	0	loss	0.000114595028280376	9.65836210059523e-05
AND1702-8.b	S288C.genome.fa	S288C_chrVIII	558501	561750	3	gain	4.58070378801928e-10	1.09667830372473e-11
AND1702-8.b	S288C.genome.fa	S288C_chrVIII	570501	574500	4	gain	2.20408717550779e-11	2.3170354523927e-13
AND1702-8.b	S288C.genome.fa	S288C_chrVIII	574501	575500	0	loss	0.297792292811911	0.140803256036909
AND1702-8.b	S288C.genome.fa	S288C_chrIX	20501	26250	0	loss	1.32988711425027e-07	2.50384332822762e-07
AND1702-8.b	S288C.genome.fa	S288C_chrIX	434251	439750	0	loss	9.04905891970366e-12	1.42160727634177e-11
AND1702-8.b	S288C.genome.fa	S288C_chrX	21251	24250	0	loss	0.00146805162081513	0.00814024127979318
AND1702-8.b	S288C.genome.fa	S288C_chrX	732751	734250	0	loss	2.26354375919407e-05	1.26175774729509e-05
AND1702-8.b	S288C.genome.fa	S288C_chrXI	15751	16250	0	loss	0.0144112608114424	0.036941964546077
AND1702-8.b	S288C.genome.fa	S288C_chrXI	665251	666750	0	loss	0.000547741865281209	0.000684327615987024
AND1702-8.b	S288C.genome.fa	S288C_chrXII	11251	14500	0	loss	0.00119798643611332	0.00288000383108511
AND1702-8.b	S288C.genome.fa	S288C_chrXII	451251	484750	20	gain	0.00342452352574356	0.000482797274120705
AND1702-8.b	S288C.genome.fa	S288C_chrXII	726001	729000	0	loss	2.11788178239656e-09	8.45525871540076e-11
AND1702-8.b	S288C.genome.fa	S288C_chrXII	1064001	1065000	0	loss	0.0838556759695096	0.0406648691207674
AND1702-8.b	S288C.genome.fa	S288C_chrXIII	929251	930250	0	loss	0.000728924324362891	0.00132903667463335
AND1702-8.b	S288C.genome.fa	S288C_chrXIV	1	250	0	loss	0.08391849103086	0.271159357502299
AND1702-8.b	S288C.genome.fa	S288C_chrXIV	622251	622500	3	gain	0.083792939777481	0.270941944928123
AND1702-8.b	S288C.genome.fa	S288C_chrXIV	712001	712250	3	gain	0.0839883075067882	0.271280197210461
AND1702-8.b	S288C.genome.fa	S288C_chrXV	24501	31500	4	gain	9.63884855076199e-09	5.95808735681658e-10
AND1702-8.b	S288C.genome.fa	S288C_chrXV	31501	36750	2	gain	1.93720784127537e-13	2.07611705604904e-14
AND1702-8.b	S288C.genome.fa	S288C_chrXV	36751	38750	2	gain	1.04328231377682e-06	2.39769850751692e-07
AND1702-8.b	S288C.genome.fa	S288C_chrXVI	213001	213250	3	gain	0.083946411981127	0.271207688675786
AND1702-8.b	S288C.genome.fa	S288C_chrXVI	925251	927000	2	gain	5.09874195742512e-06	1.81436493673637e-06
AND1702-8.b	S288C.genome.fa	S288C_chrXVI	927001	942750	0	loss	2.38762136962438e-38	0
AND1702-8.b	SK1.genome.fa	SK1_chrI	3751	13250	0	loss	2.2099457754457e-09	8.63362714653704e-11
AND1702-8.b	SK1.genome.fa	SK1_chrI	16501	28250	2	gain	2.91072202728958e-29	0
AND1702-8.b	SK1.genome.fa	SK1_chrI	201501	205250	0	loss	2.22423057052454e-11	2.19047002758543e-13
AND1702-8.b	SK1.genome.fa	SK1_chrII	477501	482250	0	loss	5.07031280243608e-14	1.11022302462516e-16
AND1702-8.b	SK1.genome.fa	SK1_chrII	703001	703500	0	loss	0.0144876383161017	0.0371723208225202
AND1702-8.b	SK1.genome.fa	SK1_chrIV	31251	32250	0	loss	0.000640895132899502	0.000960339589537895
AND1702-8.b	SK1.genome.fa	SK1_chrV	135751	137000	2	gain	0.000139169299949647	0.000120007721656212
AND1702-8.b	SK1.genome.fa	SK1_chrVI	31501	51000	0	loss	1.09503106464544e-46	0
AND1702-8.b	SK1.genome.fa	SK1_chrVII	1	4000	0	loss	0.000113017923657821	9.46341198126976e-05
AND1702-8.b	SK1.genome.fa	SK1_chrVII	90251	91000	0	loss	0.00317863641681638	0.00652762983183774
AND1702-8.b	SK1.genome.fa	SK1_chrVIII	386001	386250	2	gain	0.0846820627680332	0.272478744182803
AND1702-8.b	SK1.genome.fa	SK1_chrXI	1	9000	0	loss	5.65872061408972e-18	0
AND1702-8.b	SK1.genome.fa	SK1_chrXI	22001	22750	0	loss	0.00287141675365951	0.00542599691073364
AND1702-8.b	SK1.genome.fa	SK1_chrXI	218751	219000	2	gain	0.0848010681752363	0.272695988868116
AND1702-8.b	SK1.genome.fa	SK1_chrXII	7001	13500	2	gain	1.1843162638647e-09	7.02216063075412e-13
AND1702-8.b	SK1.genome.fa	SK1_chrXII	691501	694500	0	loss	2.17573918531698e-09	8.63362714653704e-11
AND1702-8.b	SK1.genome.fa	SK1_chrXIII	529251	529500	2	gain	0.0850043895844319	0.273034175547953
AND1702-8.b	SK1.genome.fa	SK1_chrXIV	121501	122250	0	loss	0.00281526242345561	0.00523393885094281
AND1702-8.b	SK1.genome.fa	SK1_chrXIV	573251	577750	2	gain	2.93493065569552e-13	6.66133814775094e-16
AND1702-8.b	SK1.genome.fa	SK1_chrXV	10751	14000	0	loss	4.61177339917603e-10	1.13385967281943e-11
AND1702-8.b	SK1.genome.fa	SK1_chrXV	96001	97000	0	loss	0.000692222560078516	0.000902226631234071
AND1702-8.b	SK1.genome.fa	SK1_chrXV	204501	204750	2	gain	0.0850465052652123	0.273106683802461
AND1702-8.b	SK1.genome.fa	SK1_chrXV	657501	658000	0	loss	0.0148584074856247	0.0380176560632191
AND1702-8.c	S288C.genome.fa	S288C_chrI	13501	24250	0	loss	1.01329106766547e-10	1.55009338698164e-12
AND1702-8.c	S288C.genome.fa	S288C_chrI	199001	203250	0	loss	1.40084534301045e-12	2.07611705604904e-14
AND1702-8.c	S288C.genome.fa	S288C_chrI	203251	207250	0	loss	0.0546981647101118	0.0099794164319561
AND1702-8.c	S288C.genome.fa	S288C_chrII	67001	67500	0	loss	0.0165568748467978	0.0431608423740387
AND1702-8.c	S288C.genome.fa	S288C_chrII	694751	695250	0	loss	0.0156124281414538	0.0402905208241741
AND1702-8.c	S288C.genome.fa	S288C_chrII	802251	808750	0	loss	4.69120361889461e-10	1.1675549416168e-11
AND1702-8.c	S288C.genome.fa	S288C_chrIII	331501	333500	2	gain	0.00057292262362561	0.000731347881346323
AND1702-8.c	S288C.genome.fa	S288C_chrIII	333501	340750	4	gain	3.15558349959596e-13	4.44089209850063e-16
AND1702-8.c	S288C.genome.fa	S288C_chrIV	17251	18500	0	loss	0.00351427131677955	0.00762647346224476
AND1702-8.c	S288C.genome.fa	S288C_chrIV	127501	129000	0	loss	2.32979814944498e-05	1.30578816321947e-05
AND1702-8.c	S288C.genome.fa	S288C_chrIV	1387251	1387500	2	gain	0.0845447092901706	0.272241764399518
AND1702-8.c	S288C.genome.fa	S288C_chrV	572751	583000	0	loss	2.24894412581906e-09	1.11294862215061e-10
AND1702-8.c	S288C.genome.fa	S288C_chrVI	1	7500	0	loss	2.40957291284375e-05	1.31846352980913e-05
AND1702-8.c	S288C.genome.fa	S288C_chrVI	32501	33000	4	gain	0.0143999712499799	0.0368088516218429
AND1702-8.c	S288C.genome.fa	S288C_chrVII	1	6250	0	loss	5.45875243516463e-16	0
AND1702-8.c	S288C.genome.fa	S288C_chrVII	89251	90000	0	loss	0.00306882092722248	0.00612102277102688
AND1702-8.c	S288C.genome.fa	S288C_chrVII	1083001	1084250	2	gain	0.000961106393598446	0.00469395189238009
AND1702-8.c	S288C.genome.fa	S288C_chrVIII	193751	195250	0	loss	0.00055820503542013	0.00070240855275705
AND1702-8.c	S288C.genome.fa	S288C_chrVIII	406001	406250	11	gain	0.0833060066719463	0.270097481800845
AND1702-8.c	S288C.genome.fa	S288C_chrVIII	558501	561750	2	gain	4.99379964731294e-10	1.22312160399929e-11
AND1702-8.c	S288C.genome.fa	S288C_chrVIII	570251	572750	2	gain	3.01612206620286e-06	3.38212973738372e-07
AND1702-8.c	S288C.genome.fa	S288C_chrVIII	572751	574750	4	gain	4.77587533744312e-06	1.74481068015986e-06
AND1702-8.c	S288C.genome.fa	S288C_chrIX	20501	26250	0	loss	4.88755333137787e-08	5.16439657705092e-09
AND1702-8.c	S288C.genome.fa	S288C_chrX	23001	24250	0	loss	0.000126063216710062	0.000134476837552855
AND1702-8.c	S288C.genome.fa	S288C_chrX	24251	28750	2	gain	4.86285270708697e-10	5.22208387643275e-10
AND1702-8.c	S288C.genome.fa	S288C_chrX	91751	92000	8	gain	0.0834028970336593	0.270265685422846
AND1702-8.c	S288C.genome.fa	S288C_chrX	719501	720750	2	gain	0.00290558354994665	0.00534633305833621
AND1702-8.c	S288C.genome.fa	S288C_chrX	732751	734250	0	loss	5.0336762417095e-05	0.000209627767443599
AND1702-8.c	S288C.genome.fa	S288C_chrXI	15751	16250	0	loss	0.0144924043945862	0.0371866858990983
AND1702-8.c	S288C.genome.fa	S288C_chrXI	501001	501250	5	gain	0.0835137406189113	0.270458011723315
AND1702-8.c	S288C.genome.fa	S288C_chrXII	483751	484750	34	gain	0.000533120222350054	0.000673577983771878
AND1702-8.c	S288C.genome.fa	S288C_chrXII	1053251	1053500	2	gain	0.0842929901934376	0.271807091925486
AND1702-8.c	S288C.genome.fa	S288C_chrXIII	165251	165500	2	gain	0.0842929901934376	0.271807091925486
AND1702-8.c	S288C.genome.fa	S288C_chrXV	24501	31750	4	gain	2.10318509033147e-09	8.14932565873505e-11
AND1702-8.c	S288C.genome.fa	S288C_chrXV	31751	39250	2	gain	1.80463337851863e-18	0
AND1702-8.c	S288C.genome.fa	S288C_chrXV	197001	197250	5	gain	0.0834721603015232	0.270385877661304
AND1702-8.c	S288C.genome.fa	S288C_chrXV	721501	722750	0	loss	0.000116724640607788	0.000106853145971697
AND1702-8.c	SK1.genome.fa	SK1_chrI	13001	28250	2	gain	4.4010458515516e-27	0
AND1702-8.c	SK1.genome.fa	SK1_chrIII	320251	328750	0	loss	1.53150696934552e-12	2.70894418008538e-14
AND1702-8.c	SK1.genome.fa	SK1_chrIV	142251	142500	3	gain	0.0843826838848644	0.271974111717989
AND1702-8.c	SK1.genome.fa	SK1_chrIV	792751	793750	0	loss	0.000558900673897684	0.000707160720028521
AND1702-8.c	SK1.genome.fa	SK1_chrIV	1486251	1486750	0	loss	0.0147208797565196	0.0372593516916782
AND1702-8.c	SK1.genome.fa	SK1_chrV	17751	23250	0	loss	1.22202327691076e-09	1.37638789254879e-11
AND1702-8.c	SK1.genome.fa	SK1_chrV	135751	137000	2	gain	0.000155990298120184	0.000135490683983441
AND1702-8.c	SK1.genome.fa	SK1_chrVI	8251	14250	2	gain	1.07426544427924e-13	2.1094237467878e-15
AND1702-8.c	SK1.genome.fa	SK1_chrVII	90251	91000	0	loss	0.00305261946916589	0.00605060754701459
AND1702-8.c	SK1.genome.fa	SK1_chrVII	934751	935000	2	gain	0.0848585917153778	0.272795122410106
AND1702-8.c	SK1.genome.fa	SK1_chrVII	1053251	1059250	0	loss	1.03048627726708e-10	1.57929225252929e-12
AND1702-8.c	SK1.genome.fa	SK1_chrX	648751	649000	4	gain	0.0839158893476425	0.271154902239011
AND1702-8.c	SK1.genome.fa	SK1_chrXI	1	9500	0	loss	1.49007134384939e-18	0
AND1702-8.c	SK1.genome.fa	SK1_chrXI	22001	22750	0	loss	0.00299973452545114	0.00585990120127644
AND1702-8.c	SK1.genome.fa	SK1_chrXII	7001	14250	0	loss	5.93750056508354e-18	0
AND1702-8.c	SK1.genome.fa	SK1_chrXIII	890751	914500	0	loss	3.47247857938659e-47	0
AND1702-8.c	SK1.genome.fa	SK1_chrXIV	7251	16250	0	loss	3.51020231110027e-25	0
AND1702-8.c	SK1.genome.fa	SK1_chrXIV	121501	122250	0	loss	0.00328961351937193	0.00692737721685255
AND1702-8.c	SK1.genome.fa	SK1_chrXV	10751	14000	0	loss	4.62641096883814e-10	1.14456222277681e-11
AND1702-8.c	SK1.genome.fa	SK1_chrXV	692001	693250	0	loss	0.000115603027139059	0.000102780441479711
AND1702-8.c	SK1.genome.fa	SK1_chrXVI	60001	63750	0	loss	2.1964814306274e-11	2.14717132962505e-13
AND1702-8.c	SK1.genome.fa	SK1_chrXVI	774001	774500	0	loss	0.0147041227022043	0.0375200009305079
AND1702-8.c	SK1.genome.fa	SK1_chrXVI	830501	830750	3	gain	0.0846273660065717	0.272384391862808
AND1702-8.d	S288C.genome.fa	S288C_chrIII	89001	97500	0	loss	3.64366525400115e-05	6.87746442272763e-05
AND1702-8.d	S288C.genome.fa	S288C_chrIII	230751	233500	2	gain	0.522861520017576	0.443969304046312
AND1702-8.d	S288C.genome.fa	S288C_chrIII	333001	340750	0	loss	5.38634503394901e-16	0
AND1702-8.d	S288C.genome.fa	S288C_chrIV	1163751	1167250	0	loss	1.0132545176132e-10	1.58351110002286e-12
AND1702-8.d	S288C.genome.fa	S288C_chrIV	1387251	1387500	5	gain	0.0839237144586278	0.271180484035241
AND1702-8.d	S288C.genome.fa	S288C_chrV	116001	117250	0	loss	0.000112621327064624	9.5750603421485e-05
AND1702-8.d	S288C.genome.fa	S288C_chrVI	32501	33000	4	gain	0.0145610445203596	0.0370870723736285
AND1702-8.d	S288C.genome.fa	S288C_chrVI	149251	150000	0	loss	0.00319297516350359	0.00608108419296272
AND1702-8.d	S288C.genome.fa	S288C_chrVII	89251	90000	0	loss	0.0029564413417079	0.00569235110055755
AND1702-8.d	S288C.genome.fa	S288C_chrVII	1064501	1069000	2	gain	1.21717410841638e-12	5.42899059041702e-14
AND1702-8.d	S288C.genome.fa	S288C_chrVIII	558501	561750	3	gain	4.98343722910222e-10	1.24904531162429e-11
AND1702-8.d	S288C.genome.fa	S288C_chrVIII	570501	574500	3	gain	1.35893488264332e-10	6.6309402413367e-11
AND1702-8.d	S288C.genome.fa	S288C_chrVIII	574501	575500	0	loss	0.300096995675321	0.141732235288597
AND1702-8.d	S288C.genome.fa	S288C_chrIX	434251	439750	0	loss	2.239600801842e-12	2.4580337765201e-13
AND1702-8.d	S288C.genome.fa	S288C_chrX	24501	26000	2	gain	2.47597166773577e-05	1.34420660593548e-05
AND1702-8.d	S288C.genome.fa	S288C_chrX	27251	28750	2	gain	2.53690424912828e-05	1.4242630344663e-05
AND1702-8.d	S288C.genome.fa	S288C_chrXII	483751	484750	32	gain	0.000538846029858565	0.000679159024111198
AND1702-8.d	S288C.genome.fa	S288C_chrXII	726001	729000	0	loss	2.27659876777122e-09	9.45041822575377e-11
AND1702-8.d	S288C.genome.fa	S288C_chrXV	1	14750	0	loss	1.34063616325564e-33	0
AND1702-8.d	S288C.genome.fa	S288C_chrXV	30501	32250	0	loss	5.44356325774442e-06	2.82099758952548e-06
AND1702-8.d	S288C.genome.fa	S288C_chrXV	1069501	1074250	0	loss	6.64325922936873e-05	1.04710457746737e-05
AND1702-8.d	S288C.genome.fa	S288C_chrXVI	927001	942750	0	loss	2.67480796742492e-41	0
AND1702-8.d	SK1.genome.fa	SK1_chrI	3751	13250	0	loss	2.64074448966637e-09	1.0587064558365e-10
AND1702-8.d	SK1.genome.fa	SK1_chrI	16501	27750	2	gain	4.46561898226292e-27	0
AND1702-8.d	SK1.genome.fa	SK1_chrI	201001	205250	0	loss	1.51120568125021e-12	1.11022302462516e-14
AND1702-8.d	SK1.genome.fa	SK1_chrII	640001	640250	2	gain	0.0860839987828218	0.274888153740505
AND1702-8.d	SK1.genome.fa	SK1_chrII	703001	703500	0	loss	0.0147754212163073	0.0380417412837623
AND1702-8.d	SK1.genome.fa	SK1_chrIII	11001	11750	0	loss	0.00282924049450644	0.00524732515411686
AND1702-8.d	SK1.genome.fa	SK1_chrIII	84251	86750	0	loss	5.20487339533708e-06	1.94686982935011e-06
AND1702-8.d	SK1.genome.fa	SK1_chrIII	142501	152000	0	loss	2.50914765557361e-09	1.08971054402218e-10
AND1702-8.d	SK1.genome.fa	SK1_chrIII	322001	332250	2	gain	3.22240227382765e-11	5.295763827462e-13
AND1702-8.d	SK1.genome.fa	SK1_chrIV	16251	27500	2	gain	1.16832135380137e-26	0
AND1702-8.d	SK1.genome.fa	SK1_chrIV	532751	536250	4	gain	1.02716486371799e-10	1.61570756773699e-12
AND1702-8.d	SK1.genome.fa	SK1_chrV	17751	23250	0	loss	2.87153828792304e-09	6.27878860015585e-11
AND1702-8.d	SK1.genome.fa	SK1_chrV	134501	135750	0	loss	0.00011817356637989	0.000101073820085062
AND1702-8.d	SK1.genome.fa	SK1_chrV	580251	582750	0	loss	2.63041836544882e-05	1.58488170948212e-05
AND1702-8.d	SK1.genome.fa	SK1_chrVI	8251	16500	2	gain	1.56804093704864e-14	4.44089209850063e-16
AND1702-8.d	SK1.genome.fa	SK1_chrVII	1	4000	0	loss	0.000122168790442522	0.00010102871374118
AND1702-8.d	SK1.genome.fa	SK1_chrVII	90251	91000	0	loss	0.00303284327132173	0.00579191442842419
AND1702-8.d	SK1.genome.fa	SK1_chrVII	1053251	1059250	0	loss	1.21512055428112e-10	1.84252613166791e-12
AND1702-8.d	SK1.genome.fa	SK1_chrIX	285251	286750	0	loss	2.4182153372559e-05	1.37782305162926e-05
AND1702-8.d	SK1.genome.fa	SK1_chrIX	422751	427000	2	gain	5.37633083760699e-06	1.9383738851797e-06
AND1702-8.d	SK1.genome.fa	SK1_chrX	734251	743500	2	gain	5.85007362202337e-06	2.50448213701127e-06
AND1702-8.d	SK1.genome.fa	SK1_chrXII	7001	8250	0	loss	0.00299545491514894	0.00530101274883255
AND1702-8.d	SK1.genome.fa	SK1_chrXII	691501	694500	0	loss	2.52712710336547e-09	1.08854703029237e-10
AND1702-8.d	SK1.genome.fa	SK1_chrXIII	890751	914500	0	loss	4.43860050431182e-47	0
